,session,exercise,name,user,url,commits,runs,completed,completed_at,failed
129,01,01,01-01-hello-world-michelleschmidt,michelleschmidt,https://api.github.com/repos/DB-Teaching/01-01-hello-world-michelleschmidt,4,2,1,"[datetime.datetime(2022, 3, 16, 8, 51, 36)]",1
130,01,01,01-01-hello-world-cleverjohnson,cleverjohnson,https://api.github.com/repos/DB-Teaching/01-01-hello-world-cleverjohnson,5,2,1,"[datetime.datetime(2022, 3, 17, 10, 11, 51)]",1
131,01,01,01-01-hello-world-ShahrimaAkter,ShahrimaAkter,https://api.github.com/repos/DB-Teaching/01-01-hello-world-ShahrimaAkter,3,1,0,[],1
132,01,01,01-01-hello-world-Tanmaytc25,Tanmaytc25,https://api.github.com/repos/DB-Teaching/01-01-hello-world-Tanmaytc25,3,1,0,[],1
133,01,01,01-01-hello-world-joeniho,joeniho,https://api.github.com/repos/DB-Teaching/01-01-hello-world-joeniho,4,2,0,[],2
134,01,01,01-01-hello-world-chloe-1111,1111,https://api.github.com/repos/DB-Teaching/01-01-hello-world-chloe-1111,4,2,1,"[datetime.datetime(2022, 3, 22, 20, 21, 2)]",1
135,01,01,01-01-hello-world-OliviaA22,OliviaA22,https://api.github.com/repos/DB-Teaching/01-01-hello-world-OliviaA22,4,2,1,"[datetime.datetime(2022, 3, 16, 9, 35, 18)]",1
136,01,01,01-01-hello-world-yadwinder1905,yadwinder1905,https://api.github.com/repos/DB-Teaching/01-01-hello-world-yadwinder1905,14,12,0,[],12
137,01,01,01-01-hello-world-Ucybrown,Ucybrown,https://api.github.com/repos/DB-Teaching/01-01-hello-world-Ucybrown,3,1,0,[],1
138,01,01,01-01-hello-world-ChiomasCorner,ChiomasCorner,https://api.github.com/repos/DB-Teaching/01-01-hello-world-ChiomasCorner,3,1,0,[],1
139,01,01,01-01-hello-world-ShoikatSajib,ShoikatSajib,https://api.github.com/repos/DB-Teaching/01-01-hello-world-ShoikatSajib,3,1,0,[],1
140,01,01,01-01-hello-world-Sinatun-Sadik,Sadik,https://api.github.com/repos/DB-Teaching/01-01-hello-world-Sinatun-Sadik,3,1,0,[],1
141,01,01,01-01-hello-world-yllkaninaj,yllkaninaj,https://api.github.com/repos/DB-Teaching/01-01-hello-world-yllkaninaj,3,1,0,[],1
142,01,01,01-01-hello-world-staycliz,staycliz,https://api.github.com/repos/DB-Teaching/01-01-hello-world-staycliz,4,2,1,"[datetime.datetime(2022, 4, 6, 7, 44, 21)]",1
143,01,02,01-02-leap-chloe-1111,1111,https://api.github.com/repos/DB-Teaching/01-02-leap-chloe-1111,4,2,1,"[datetime.datetime(2022, 3, 22, 20, 45, 4)]",1
144,01,02,01-02-leap-michelleschmidt,michelleschmidt,https://api.github.com/repos/DB-Teaching/01-02-leap-michelleschmidt,6,4,2,"[datetime.datetime(2022, 3, 16, 10, 10, 49), datetime.datetime(2022, 3, 22, 20, 45, 3)]",2
145,01,02,01-02-leap-yadwinder1905,yadwinder1905,https://api.github.com/repos/DB-Teaching/01-02-leap-yadwinder1905,3,1,0,[],1
146,01,02,01-02-leap-OliviaA22,OliviaA22,https://api.github.com/repos/DB-Teaching/01-02-leap-OliviaA22,5,3,2,"[datetime.datetime(2022, 3, 16, 10, 11, 40), datetime.datetime(2022, 3, 16, 21, 51, 42)]",1
147,01,02,01-02-leap-joeniho,joeniho,https://api.github.com/repos/DB-Teaching/01-02-leap-joeniho,3,1,0,[],1
148,01,03,01-03-difference-of-squares-OliviaA22,OliviaA22,https://api.github.com/repos/DB-Teaching/01-03-difference-of-squares-OliviaA22,5,3,2,"[datetime.datetime(2022, 3, 16, 18, 37), datetime.datetime(2022, 4, 3, 11, 40, 12)]",1
149,01,03,01-03-gigasecond-OliviaA22,OliviaA22,https://api.github.com/repos/DB-Teaching/01-03-gigasecond-OliviaA22,4,2,1,"[datetime.datetime(2022, 3, 16, 21, 40, 46)]",1
150,02,01,02-01-queen-attack-dominikb1888,dominikb1888,https://api.github.com/repos/DB-Teaching/02-01-queen-attack-dominikb1888,4,2,0,[],2
151,02,02,02-02-triangle-dominikb1888,dominikb1888,https://api.github.com/repos/DB-Teaching/02-02-triangle-dominikb1888,4,2,0,[],2
152,01,08,01-08-bob-cleverjohnson,cleverjohnson,https://api.github.com/repos/DB-Teaching/01-08-bob-cleverjohnson,4,2,1,"[datetime.datetime(2022, 3, 19, 9, 46, 55)]",1
153,01,02,01-02-leap-cleverjohnson,cleverjohnson,https://api.github.com/repos/DB-Teaching/01-02-leap-cleverjohnson,4,2,1,"[datetime.datetime(2022, 3, 17, 16, 58, 28)]",1
154,01,04,01-04-grains-OliviaA22,OliviaA22,https://api.github.com/repos/DB-Teaching/01-04-grains-OliviaA22,4,2,1,"[datetime.datetime(2022, 3, 18, 20, 31, 34)]",1
155,01,03,01-03-difference-of-squares-cleverjohnson,cleverjohnson,https://api.github.com/repos/DB-Teaching/01-03-difference-of-squares-cleverjohnson,5,3,1,"[datetime.datetime(2022, 3, 19, 9, 16, 33)]",2
156,02,05,02-05-diamond-dominikb1888,dominikb1888,https://api.github.com/repos/DB-Teaching/02-05-diamond-dominikb1888,4,2,1,"[datetime.datetime(2022, 3, 19, 6, 34, 4)]",1
157,02,06,02-06-yacht-dominikb1888,dominikb1888,https://api.github.com/repos/DB-Teaching/02-06-yacht-dominikb1888,4,2,1,"[datetime.datetime(2022, 3, 19, 6, 34, 22)]",1
158,01,05,01-05-pangram-OliviaA22,OliviaA22,https://api.github.com/repos/DB-Teaching/01-05-pangram-OliviaA22,4,2,1,"[datetime.datetime(2022, 3, 21, 14, 7, 54)]",1
159,02,08,02-08-matching-brackets-dominikb1888,dominikb1888,https://api.github.com/repos/DB-Teaching/02-08-matching-brackets-dominikb1888,4,2,1,"[datetime.datetime(2022, 3, 19, 6, 34, 42)]",1
160,01,03,01-03-gigasecond-cleverjohnson,cleverjohnson,https://api.github.com/repos/DB-Teaching/01-03-gigasecond-cleverjohnson,4,2,1,"[datetime.datetime(2022, 3, 19, 10, 44, 20)]",1
161,01,04,01-04-grains-cleverjohnson,cleverjohnson,https://api.github.com/repos/DB-Teaching/01-04-grains-cleverjohnson,4,2,1,"[datetime.datetime(2022, 3, 19, 12, 31, 44)]",1
162,01,05,01-05-pangram-cleverjohnson,cleverjohnson,https://api.github.com/repos/DB-Teaching/01-05-pangram-cleverjohnson,4,2,1,"[datetime.datetime(2022, 3, 19, 12, 55, 47)]",1
163,01,06,01-06-two-fer-cleverjohnson,cleverjohnson,https://api.github.com/repos/DB-Teaching/01-06-two-fer-cleverjohnson,4,2,1,"[datetime.datetime(2022, 3, 19, 13, 6, 53)]",1
164,01,07,01-07-collatz-conjecture-cleverjohnson,cleverjohnson,https://api.github.com/repos/DB-Teaching/01-07-collatz-conjecture-cleverjohnson,4,2,1,"[datetime.datetime(2022, 3, 19, 13, 27, 35)]",1
165,02,09,02-09-binary-search-dominikb1888,dominikb1888,https://api.github.com/repos/DB-Teaching/02-09-binary-search-dominikb1888,3,1,0,[],1
166,01,06,01-06-two-fer-OliviaA22,OliviaA22,https://api.github.com/repos/DB-Teaching/01-06-two-fer-OliviaA22,4,2,1,"[datetime.datetime(2022, 3, 21, 19, 24, 23)]",1
167,01,07,01-07-collatz-conjecture-OliviaA22,OliviaA22,https://api.github.com/repos/DB-Teaching/01-07-collatz-conjecture-OliviaA22,4,2,1,"[datetime.datetime(2022, 3, 21, 20, 50, 59)]",1
168,01,08,01-08-bob-OliviaA22,OliviaA22,https://api.github.com/repos/DB-Teaching/01-08-bob-OliviaA22,5,3,1,"[datetime.datetime(2022, 3, 22, 21, 26, 43)]",1
169,02,11,02-11-isbn-verifier-dominikb1888,dominikb1888,https://api.github.com/repos/DB-Teaching/02-11-isbn-verifier-dominikb1888,3,1,0,[],1
170,02,13,02-13-pig-latin-dominikb1888,dominikb1888,https://api.github.com/repos/DB-Teaching/02-13-pig-latin-dominikb1888,3,1,0,[],1
171,02,14,02-14-darts-dominikb1888,dominikb1888,https://api.github.com/repos/DB-Teaching/02-14-darts-dominikb1888,4,2,1,"[datetime.datetime(2022, 3, 25, 8, 20, 42)]",1
172,01,01,01-01-hello-world-Amit021,Amit021,https://api.github.com/repos/DB-Teaching/01-01-hello-world-Amit021,4,2,0,[],2
173,02,03,02-03-perfect-numbers-chloe-1111,1111,https://api.github.com/repos/DB-Teaching/02-03-perfect-numbers-chloe-1111,3,1,0,[],1
174,01,03,01-03-difference-of-squares-michelleschmidt,michelleschmidt,https://api.github.com/repos/DB-Teaching/01-03-difference-of-squares-michelleschmidt,6,4,0,[],4
175,01,03,01-03-difference-of-squares-chloe-1111,1111,https://api.github.com/repos/DB-Teaching/01-03-difference-of-squares-chloe-1111,4,2,0,[],2
176,01,01,01-01-hello-world-Marinapozhid,Marinapozhid,https://api.github.com/repos/DB-Teaching/01-01-hello-world-Marinapozhid,24,22,1,"[datetime.datetime(2022, 3, 30, 20, 18, 20)]",21
177,01,01,01-01-hello-world-murtaza65,murtaza65,https://api.github.com/repos/DB-Teaching/01-01-hello-world-murtaza65,3,1,0,[],1
178,01,01,01-01-hello-world-MadalinaLupacescu,MadalinaLupacescu,https://api.github.com/repos/DB-Teaching/01-01-hello-world-MadalinaLupacescu,4,2,1,"[datetime.datetime(2022, 3, 23, 7, 22, 49)]",1
179,01,05,01-05-pangram-efosdan,efosdan,https://api.github.com/repos/DB-Teaching/01-05-pangram-efosdan,3,1,0,[],1
180,01,06,01-06-two-fer-efosdan,efosdan,https://api.github.com/repos/DB-Teaching/01-06-two-fer-efosdan,3,1,0,[],1
181,01,05,01-05-pangram-ShahrimaAkter,ShahrimaAkter,https://api.github.com/repos/DB-Teaching/01-05-pangram-ShahrimaAkter,3,1,0,[],1
182,01,06,01-06-two-fer-murtaza65,murtaza65,https://api.github.com/repos/DB-Teaching/01-06-two-fer-murtaza65,3,1,0,[],1
183,01,06,01-06-two-fer-Amit021,Amit021,https://api.github.com/repos/DB-Teaching/01-06-two-fer-Amit021,3,1,0,[],1
184,01,02,01-02-leap-MadalinaLupacescu,MadalinaLupacescu,https://api.github.com/repos/DB-Teaching/01-02-leap-MadalinaLupacescu,3,1,0,[],1
185,01,01,01-01-hello-world-KizzyAdrain,KizzyAdrain,https://api.github.com/repos/DB-Teaching/01-01-hello-world-KizzyAdrain,4,2,1,"[datetime.datetime(2022, 3, 23, 8, 2, 51)]",1
186,01,02,01-02-leap-KizzyAdrain,KizzyAdrain,https://api.github.com/repos/DB-Teaching/01-02-leap-KizzyAdrain,4,2,1,"[datetime.datetime(2022, 3, 23, 8, 22, 48)]",1
187,01,03,01-03-difference-of-squares-KizzyAdrain,KizzyAdrain,https://api.github.com/repos/DB-Teaching/01-03-difference-of-squares-KizzyAdrain,3,1,0,[],1
188,01,02,01-02-leap-Marinapozhid,Marinapozhid,https://api.github.com/repos/DB-Teaching/01-02-leap-Marinapozhid,7,5,1,"[datetime.datetime(2022, 4, 4, 17, 27, 22)]",4
189,02,01,02-01-queen-attack-OliviaA22,OliviaA22,https://api.github.com/repos/DB-Teaching/02-01-queen-attack-OliviaA22,4,2,1,"[datetime.datetime(2022, 3, 26, 16, 29, 22)]",1
190,02,02,02-02-triangle-OliviaA22,OliviaA22,https://api.github.com/repos/DB-Teaching/02-02-triangle-OliviaA22,5,3,2,"[datetime.datetime(2022, 3, 26, 18, 28, 36), datetime.datetime(2022, 3, 27, 9, 18, 56)]",1
191,02,03,02-03-perfect-numbers-OliviaA22,OliviaA22,https://api.github.com/repos/DB-Teaching/02-03-perfect-numbers-OliviaA22,4,2,1,"[datetime.datetime(2022, 3, 27, 11, 32, 4)]",1
192,02,04,02-04-sublist-OliviaA22,OliviaA22,https://api.github.com/repos/DB-Teaching/02-04-sublist-OliviaA22,4,2,1,"[datetime.datetime(2022, 3, 27, 12, 12, 39)]",1
193,02,05,02-05-diamond-OliviaA22,OliviaA22,https://api.github.com/repos/DB-Teaching/02-05-diamond-OliviaA22,4,2,1,"[datetime.datetime(2022, 3, 29, 12, 53, 36)]",1
194,02,06,02-06-yacht-OliviaA22,OliviaA22,https://api.github.com/repos/DB-Teaching/02-06-yacht-OliviaA22,4,2,1,"[datetime.datetime(2022, 3, 29, 13, 16, 57)]",1
195,02,01,02-01-queen-attack-cleverjohnson,cleverjohnson,https://api.github.com/repos/DB-Teaching/02-01-queen-attack-cleverjohnson,4,2,1,"[datetime.datetime(2022, 3, 24, 21, 15, 11)]",1
196,02,03,02-03-perfect-numbers-dominikb1888,dominikb1888,https://api.github.com/repos/DB-Teaching/02-03-perfect-numbers-dominikb1888,4,2,1,"[datetime.datetime(2022, 3, 27, 8, 54, 33)]",1
197,02,04,02-04-sublist-dominikb1888,dominikb1888,https://api.github.com/repos/DB-Teaching/02-04-sublist-dominikb1888,3,1,0,[],1
198,03,06,03-06-beer-song-dominikb1888,dominikb1888,https://api.github.com/repos/DB-Teaching/03-06-beer-song-dominikb1888,3,1,0,[],1
199,03,08,03-08-atbash-cipher-dominikb1888,dominikb1888,https://api.github.com/repos/DB-Teaching/03-08-atbash-cipher-dominikb1888,5,2,1,"[datetime.datetime(2022, 3, 25, 11, 42, 39)]",1
200,03,09,03-09-series-dominikb1888,dominikb1888,https://api.github.com/repos/DB-Teaching/03-09-series-dominikb1888,4,2,1,"[datetime.datetime(2022, 3, 25, 13, 15, 30)]",1
201,03,10,03-10-anagram-dominikb1888,dominikb1888,https://api.github.com/repos/DB-Teaching/03-10-anagram-dominikb1888,5,2,1,"[datetime.datetime(2022, 3, 25, 14, 56, 16)]",1
202,03,12,03-12-list-ops-dominikb1888,dominikb1888,https://api.github.com/repos/DB-Teaching/03-12-list-ops-dominikb1888,3,1,0,[],1
203,02,02,02-02-triangle-cleverjohnson,cleverjohnson,https://api.github.com/repos/DB-Teaching/02-02-triangle-cleverjohnson,4,2,1,"[datetime.datetime(2022, 3, 27, 8, 38, 57)]",1
204,03,13,03-13-house-dominikb1888,dominikb1888,https://api.github.com/repos/DB-Teaching/03-13-house-dominikb1888,3,1,0,[],1
205,02,03,02-03-perfect-numbers-cleverjohnson,cleverjohnson,https://api.github.com/repos/DB-Teaching/02-03-perfect-numbers-cleverjohnson,4,2,1,"[datetime.datetime(2022, 3, 27, 8, 37, 19)]",1
206,02,04,02-04-sublist-cleverjohnson,cleverjohnson,https://api.github.com/repos/DB-Teaching/02-04-sublist-cleverjohnson,4,2,1,"[datetime.datetime(2022, 3, 29, 7, 15, 3)]",1
