,session,exercise,name,user,url,commits,runs,completed,failed
0,github,starter,github-starter-course,dominikb1888,https://github.com/DB-Teaching/github-starter-course,1,0,0,0
1,01,04,01-04_grains,dominikb1888,https://github.com/DB-Teaching/01-04_grains,1,0,0,0
2,01,05,01-05_pangram,dominikb1888,https://github.com/DB-Teaching/01-05_pangram,2,0,0,0
3,01,01,01-01_hello-world,dominikb1888,https://github.com/DB-Teaching/01-01_hello-world,1,0,0,0
4,01,02,01-02_leap,dominikb1888,https://github.com/DB-Teaching/01-02_leap,1,0,0,0
5,01,03,01-03_difference-of-squares,dominikb1888,https://github.com/DB-Teaching/01-03_difference-of-squares,1,0,0,0
6,01,03,01-03_gigasecond,dominikb1888,https://github.com/DB-Teaching/01-03_gigasecond,1,0,0,0
7,01,06,01-06_two-fer,dominikb1888,https://github.com/DB-Teaching/01-06_two-fer,1,0,0,0
8,01,07,01-07_collatz-conjecture,dominikb1888,https://github.com/DB-Teaching/01-07_collatz-conjecture,1,0,0,0
9,01,08,01-08_bob,dominikb1888,https://github.com/DB-Teaching/01-08_bob,1,0,0,0
10,02,01,02-01_queen-attack,dominikb1888,https://github.com/DB-Teaching/02-01_queen-attack,2,1,0,0
11,02,02,02-02_triangle,dominikb1888,https://github.com/DB-Teaching/02-02_triangle,1,0,0,0
12,02,03,02-03_perfect-numbers,dominikb1888,https://github.com/DB-Teaching/02-03_perfect-numbers,1,0,0,0
13,02,04,02-04_sublist,dominikb1888,https://github.com/DB-Teaching/02-04_sublist,1,0,0,0
14,02,05,02-05_diamond,dominikb1888,https://github.com/DB-Teaching/02-05_diamond,1,0,0,0
15,02,06,02-06_yacht,dominikb1888,https://github.com/DB-Teaching/02-06_yacht,1,0,0,0
16,02,07,02-07_pythagorean-triplet,dominikb1888,https://github.com/DB-Teaching/02-07_pythagorean-triplet,2,0,0,0
17,02,08,02-08_matching-brackets,dominikb1888,https://github.com/DB-Teaching/02-08_matching-brackets,1,0,0,0
18,02,09,02-09_binary-search,dominikb1888,https://github.com/DB-Teaching/02-09_binary-search,1,0,0,0
19,02,10,02-10_reverse-string,dominikb1888,https://github.com/DB-Teaching/02-10_reverse-string,1,0,0,0
20,02,11,02-11_isbn-verifier,dominikb1888,https://github.com/DB-Teaching/02-11_isbn-verifier,1,0,0,0
21,02,12,02-12_rna-transcription,dominikb1888,https://github.com/DB-Teaching/02-12_rna-transcription,1,0,0,0
22,02,13,02-13_pig-latin,dominikb1888,https://github.com/DB-Teaching/02-13_pig-latin,1,0,0,0
23,02,14,02-14_darts,dominikb1888,https://github.com/DB-Teaching/02-14_darts,1,0,0,0
24,03,01,03-01_phone-number,dominikb1888,https://github.com/DB-Teaching/03-01_phone-number,1,0,0,0
25,03,02,03-02_armstrong-numbers,dominikb1888,https://github.com/DB-Teaching/03-02_armstrong-numbers,1,0,0,0
26,03,03,03-03_nth-prime,dominikb1888,https://github.com/DB-Teaching/03-03_nth-prime,1,0,0,0
27,03,04,03-04_sum-of-multiples,dominikb1888,https://github.com/DB-Teaching/03-04_sum-of-multiples,1,0,0,0
28,03,05,03-05_prime-factors,dominikb1888,https://github.com/DB-Teaching/03-05_prime-factors,1,0,0,0
29,03,06,03-06_beer-song,dominikb1888,https://github.com/DB-Teaching/03-06_beer-song,1,0,0,0
30,03,07,03-07_flatten-array,dominikb1888,https://github.com/DB-Teaching/03-07_flatten-array,1,0,0,0
31,03,08,03-08_atbash-cipher,dominikb1888,https://github.com/DB-Teaching/03-08_atbash-cipher,1,0,0,0
32,03,09,03-09_series,dominikb1888,https://github.com/DB-Teaching/03-09_series,1,0,0,0
33,03,10,03-10_anagram,dominikb1888,https://github.com/DB-Teaching/03-10_anagram,1,0,0,0
34,01,09,01-09_resistor-color,dominikb1888,https://github.com/DB-Teaching/01-09_resistor-color,1,0,0,0
35,03,12,03-12_list-ops,dominikb1888,https://github.com/DB-Teaching/03-12_list-ops,1,0,0,0
36,03,13,03-13_house,dominikb1888,https://github.com/DB-Teaching/03-13_house,1,0,0,0
37,01,10,01-10_resistor-color-duo,dominikb1888,https://github.com/DB-Teaching/01-10_resistor-color-duo,1,0,0,0
38,01,11,01-11_high-scores,dominikb1888,https://github.com/DB-Teaching/01-11_high-scores,1,0,0,0
39,04,01,04-01_etl,dominikb1888,https://github.com/DB-Teaching/04-01_etl,1,0,0,0
40,04,02,04-02_say,dominikb1888,https://github.com/DB-Teaching/04-02_say,1,0,0,0
41,04,03,04-03_wordy,dominikb1888,https://github.com/DB-Teaching/04-03_wordy,1,0,0,0
42,04,04,04-04_crypto-square,dominikb1888,https://github.com/DB-Teaching/04-04_crypto-square,1,0,0,0
43,04,04,04-04_hamming,dominikb1888,https://github.com/DB-Teaching/04-04_hamming,1,0,0,0
44,04,05,04-05_matrix,dominikb1888,https://github.com/DB-Teaching/04-05_matrix,1,0,0,0
45,04,06,04-06_minesweeper,dominikb1888,https://github.com/DB-Teaching/04-06_minesweeper,1,0,0,0
46,04,07,04-07_palindrome-products,dominikb1888,https://github.com/DB-Teaching/04-07_palindrome-products,1,0,0,0
47,04,08,04-08_raindrops,dominikb1888,https://github.com/DB-Teaching/04-08_raindrops,1,0,0,0
48,04,09,04-09_robot-name,dominikb1888,https://github.com/DB-Teaching/04-09_robot-name,1,0,0,0
49,05,01,05-01_robot-simulator,dominikb1888,https://github.com/DB-Teaching/05-01_robot-simulator,1,0,0,0
50,05,02,05-02_roman-numerals,dominikb1888,https://github.com/DB-Teaching/05-02_roman-numerals,1,0,0,0
51,05,03,05-03_rotational-cipher,dominikb1888,https://github.com/DB-Teaching/05-03_rotational-cipher,1,0,0,0
52,05,04,05-04_run-length-encoding,dominikb1888,https://github.com/DB-Teaching/05-04_run-length-encoding,1,0,0,0
53,05,05,05-05_secret-handshake,dominikb1888,https://github.com/DB-Teaching/05-05_secret-handshake,1,0,0,0
54,05,06,05-06_sieve,dominikb1888,https://github.com/DB-Teaching/05-06_sieve,1,0,0,0
55,05,07,05-07_space-age,dominikb1888,https://github.com/DB-Teaching/05-07_space-age,1,0,0,0
56,05,08,05-08_spiral-matrix,dominikb1888,https://github.com/DB-Teaching/05-08_spiral-matrix,1,0,0,0
57,05,09,05-09_transpose,dominikb1888,https://github.com/DB-Teaching/05-09_transpose,1,0,0,0
58,07,01,07-01_meetup,dominikb1888,https://github.com/DB-Teaching/07-01_meetup,1,0,0,0
59,07,02,07-02_dnd-character,dominikb1888,https://github.com/DB-Teaching/07-02_dnd-character,1,0,0,0
60,07,03,07-03_simple-linked-list,dominikb1888,https://github.com/DB-Teaching/07-03_simple-linked-list,1,0,0,0
61,07,04,07-04_scale-generator,dominikb1888,https://github.com/DB-Teaching/07-04_scale-generator,1,0,0,0
62,07,05,07-05_go-counting,dominikb1888,https://github.com/DB-Teaching/07-05_go-counting,1,0,0,0
63,07,06,07-06_luhn,dominikb1888,https://github.com/DB-Teaching/07-06_luhn,1,0,0,0
64,07,07,07-07_clock,dominikb1888,https://github.com/DB-Teaching/07-07_clock,1,0,0,0
65,07,08,07-08_complex-numbers,dominikb1888,https://github.com/DB-Teaching/07-08_complex-numbers,1,0,0,0
66,07,09,07-09_allergies,dominikb1888,https://github.com/DB-Teaching/07-09_allergies,1,0,0,0
67,07,10,07-10_linked-list,dominikb1888,https://github.com/DB-Teaching/07-10_linked-list,1,0,0,0
68,07,11,07-11_kindergarten-garden,dominikb1888,https://github.com/DB-Teaching/07-11_kindergarten-garden,1,0,0,0
69,07,12,07-12_connect,dominikb1888,https://github.com/DB-Teaching/07-12_connect,1,0,0,0
70,07,13,07-13_simple-cipher,dominikb1888,https://github.com/DB-Teaching/07-13_simple-cipher,1,0,0,0
71,07,14,07-14_tree-building,dominikb1888,https://github.com/DB-Teaching/07-14_tree-building,1,0,0,0
72,07,15,07-15_grade-school,dominikb1888,https://github.com/DB-Teaching/07-15_grade-school,1,0,0,0
73,07,16,07-16_circular-buffer,dominikb1888,https://github.com/DB-Teaching/07-16_circular-buffer,1,0,0,0
74,08,01,08-01_grep,dominikb1888,https://github.com/DB-Teaching/08-01_grep,1,0,0,0
75,08,02,08-02_poker,dominikb1888,https://github.com/DB-Teaching/08-02_poker,1,0,0,0
76,08,03,08-03_rectangles,dominikb1888,https://github.com/DB-Teaching/08-03_rectangles,1,0,0,0
77,08,04,08-04_change,dominikb1888,https://github.com/DB-Teaching/08-04_change,1,0,0,0
78,08,05,08-05_all-your-base,dominikb1888,https://github.com/DB-Teaching/08-05_all-your-base,1,0,0,0
79,08,06,08-06_diffie-hellman,dominikb1888,https://github.com/DB-Teaching/08-06_diffie-hellman,1,0,0,0
80,08,07,08-07_variable-length-quantity,dominikb1888,https://github.com/DB-Teaching/08-07_variable-length-quantity,1,0,0,0
81,08,08,08-08_largest-series-product,dominikb1888,https://github.com/DB-Teaching/08-08_largest-series-product,1,0,0,0
82,08,09,08-09_ocr-numbers,dominikb1888,https://github.com/DB-Teaching/08-09_ocr-numbers,1,0,0,0
83,08,10,08-10_rail-fence-cipher,dominikb1888,https://github.com/DB-Teaching/08-10_rail-fence-cipher,1,0,0,0
84,08,11,08-11_food-chain,dominikb1888,https://github.com/DB-Teaching/08-11_food-chain,1,0,0,0
85,08,12,08-12_saddle-points,dominikb1888,https://github.com/DB-Teaching/08-12_saddle-points,1,0,0,0
86,08,13,08-13_protein-translation,dominikb1888,https://github.com/DB-Teaching/08-13_protein-translation,1,0,0,0
87,08,14,08-14_acronym,dominikb1888,https://github.com/DB-Teaching/08-14_acronym,1,0,0,0
88,08,15,08-15_scrabble-score,dominikb1888,https://github.com/DB-Teaching/08-15_scrabble-score,1,0,0,0
89,08,16,08-16_markdown,dominikb1888,https://github.com/DB-Teaching/08-16_markdown,1,0,0,0
90,08,17,08-17_isogram,dominikb1888,https://github.com/DB-Teaching/08-17_isogram,1,0,0,0
91,08,18,08-18_word-count,dominikb1888,https://github.com/DB-Teaching/08-18_word-count,1,0,0,0
92,09,01,09-01_affine-cipher,dominikb1888,https://github.com/DB-Teaching/09-01_affine-cipher,1,0,0,0
93,09,02,09-02_binary-search-tree,dominikb1888,https://github.com/DB-Teaching/09-02_binary-search-tree,1,0,0,0
94,09,03,09-03_book-store,dominikb1888,https://github.com/DB-Teaching/09-03_book-store,1,0,0,0
95,09,04,09-04_bowling,dominikb1888,https://github.com/DB-Teaching/09-04_bowling,1,0,0,0
96,09,05,09-05_custom-set,dominikb1888,https://github.com/DB-Teaching/09-05_custom-set,1,0,0,0
97,09,06,09-06_dot-dsl,dominikb1888,https://github.com/DB-Teaching/09-06_dot-dsl,1,0,0,0
98,09,07,09-07_forth,dominikb1888,https://github.com/DB-Teaching/09-07_forth,1,0,0,0
99,09,08,09-08_hangman,dominikb1888,https://github.com/DB-Teaching/09-08_hangman,1,0,0,0
100,09,09,09-09_knapsack,dominikb1888,https://github.com/DB-Teaching/09-09_knapsack,1,0,0,0
101,10,01,10-01_ledger,dominikb1888,https://github.com/DB-Teaching/10-01_ledger,1,0,0,0
102,10,02,10-02_rational-numbers,dominikb1888,https://github.com/DB-Teaching/10-02_rational-numbers,1,0,0,0
103,10,03,10-03_tournament,dominikb1888,https://github.com/DB-Teaching/10-03_tournament,1,0,0,0
104,10,04,10-04_twelve-days,dominikb1888,https://github.com/DB-Teaching/10-04_twelve-days,1,0,0,0
105,10,05,10-05_two-bucket,dominikb1888,https://github.com/DB-Teaching/10-05_two-bucket,1,0,0,0
106,10,06,10-06_zebra-puzzle,dominikb1888,https://github.com/DB-Teaching/10-06_zebra-puzzle,1,0,0,0
107,10,07,10-07_alphametics,dominikb1888,https://github.com/DB-Teaching/10-07_alphametics,1,0,0,0
108,10,08,10-08_react,dominikb1888,https://github.com/DB-Teaching/10-08_react,1,0,0,0
109,11,01,11-01_word-search,dominikb1888,https://github.com/DB-Teaching/11-01_word-search,1,0,0,0
110,11,02,11-02_zipper,dominikb1888,https://github.com/DB-Teaching/11-02_zipper,1,0,0,0
111,11,03,11-03_dominoes,dominikb1888,https://github.com/DB-Teaching/11-03_dominoes,1,0,0,0
112,12,01,12-01_paasio,dominikb1888,https://github.com/DB-Teaching/12-01_paasio,1,0,0,0
113,12,02,12-02_satellite,dominikb1888,https://github.com/DB-Teaching/12-02_satellite,1,0,0,0
114,12,03,12-03_sgf-parsing,dominikb1888,https://github.com/DB-Teaching/12-03_sgf-parsing,1,0,0,0
115,13,01,13-01_bank-account,dominikb1888,https://github.com/DB-Teaching/13-01_bank-account,1,0,0,0
116,14,01,14-01_pov,dominikb1888,https://github.com/DB-Teaching/14-01_pov,1,0,0,0
117,15,01,15-01_rest-api,dominikb1888,https://github.com/DB-Teaching/15-01_rest-api,1,0,0,0
118,01,01,01-01-hello-world-dominikb1888,dominikb1888,https://github.com/DB-Teaching/01-01-hello-world-dominikb1888,2,6,4,4
119,01,02,01-02-leap-dominikb1888,dominikb1888,https://github.com/DB-Teaching/01-02-leap-dominikb1888,3,1,0,0
120,10,06,10-06-zebra-puzzle-dominikb1888,dominikb1888,https://github.com/DB-Teaching/10-06-zebra-puzzle-dominikb1888,3,1,0,0
121,01,03,01-03-difference-of-squares-dominikb1888,dominikb1888,https://github.com/DB-Teaching/01-03-difference-of-squares-dominikb1888,4,2,0,0
122,01,03,01-03-gigasecond-dominikb1888,dominikb1888,https://github.com/DB-Teaching/01-03-gigasecond-dominikb1888,3,1,0,0
123,01,04,01-04-grains-dominikb1888,dominikb1888,https://github.com/DB-Teaching/01-04-grains-dominikb1888,3,1,0,0
124,01,05,01-05-pangram-dominikb1888,dominikb1888,https://github.com/DB-Teaching/01-05-pangram-dominikb1888,3,1,0,0
125,01,06,01-06-two-fer-dominikb1888,dominikb1888,https://github.com/DB-Teaching/01-06-two-fer-dominikb1888,3,1,0,0
126,01,07,01-07-collatz-conjecture-dominikb1888,dominikb1888,https://github.com/DB-Teaching/01-07-collatz-conjecture-dominikb1888,3,1,0,0
127,01,08,01-08-bob-dominikb1888,dominikb1888,https://github.com/DB-Teaching/01-08-bob-dominikb1888,3,1,0,0
128,01,01,01-01-hello-world-michelleschmidt,michelleschmidt,https://github.com/DB-Teaching/01-01-hello-world-michelleschmidt,4,2,1,1
129,01,01,01-01-hello-world-cleverjohnson,cleverjohnson,https://github.com/DB-Teaching/01-01-hello-world-cleverjohnson,5,2,1,1
130,01,01,01-01-hello-world-ShahrimaAkter,ShahrimaAkter,https://github.com/DB-Teaching/01-01-hello-world-ShahrimaAkter,3,1,0,0
131,01,01,01-01-hello-world-Tanmaytc25,Tanmaytc25,https://github.com/DB-Teaching/01-01-hello-world-Tanmaytc25,3,1,0,0
132,01,01,01-01-hello-world-joeniho,joeniho,https://github.com/DB-Teaching/01-01-hello-world-joeniho,4,2,0,0
133,01,01,01-01-hello-world-chloe-1111,chloe-1111,https://github.com/DB-Teaching/01-01-hello-world-chloe-1111,4,2,1,1
134,01,01,01-01-hello-world-OliviaA22,OliviaA22,https://github.com/DB-Teaching/01-01-hello-world-OliviaA22,4,2,1,1
135,01,01,01-01-hello-world-yadwinder1905,yadwinder1905,https://github.com/DB-Teaching/01-01-hello-world-yadwinder1905,14,12,0,0
136,01,01,01-01-hello-world-Ucybrown,Ucybrown,https://github.com/DB-Teaching/01-01-hello-world-Ucybrown,12,10,1,1
137,01,01,01-01-hello-world-ChiomasCorner,ChiomasCorner,https://github.com/DB-Teaching/01-01-hello-world-ChiomasCorner,3,1,0,0
138,01,01,01-01-hello-world-ShoikatSajib,ShoikatSajib,https://github.com/DB-Teaching/01-01-hello-world-ShoikatSajib,3,1,0,0
139,01,01,01-01-hello-world-Sinatun-Sadik,Sinatun-Sadik,https://github.com/DB-Teaching/01-01-hello-world-Sinatun-Sadik,3,1,0,0
140,01,01,01-01-hello-world-yllkaninaj,yllkaninaj,https://github.com/DB-Teaching/01-01-hello-world-yllkaninaj,3,1,0,0
141,01,01,01-01-hello-world-staycliz,staycliz,https://github.com/DB-Teaching/01-01-hello-world-staycliz,4,2,1,1
142,01,02,01-02-leap-chloe-1111,chloe-1111,https://github.com/DB-Teaching/01-02-leap-chloe-1111,4,2,1,1
143,01,02,01-02-leap-michelleschmidt,michelleschmidt,https://github.com/DB-Teaching/01-02-leap-michelleschmidt,6,4,2,2
144,01,02,01-02-leap-yadwinder1905,yadwinder1905,https://github.com/DB-Teaching/01-02-leap-yadwinder1905,3,1,0,0
145,01,02,01-02-leap-OliviaA22,OliviaA22,https://github.com/DB-Teaching/01-02-leap-OliviaA22,5,3,2,2
146,01,02,01-02-leap-joeniho,joeniho,https://github.com/DB-Teaching/01-02-leap-joeniho,3,1,0,0
147,01,03,01-03-difference-of-squares-OliviaA22,OliviaA22,https://github.com/DB-Teaching/01-03-difference-of-squares-OliviaA22,5,3,2,2
148,01,03,01-03-gigasecond-OliviaA22,OliviaA22,https://github.com/DB-Teaching/01-03-gigasecond-OliviaA22,4,2,1,1
149,02,01,02-01-queen-attack-dominikb1888,dominikb1888,https://github.com/DB-Teaching/02-01-queen-attack-dominikb1888,4,2,0,0
150,02,02,02-02-triangle-dominikb1888,dominikb1888,https://github.com/DB-Teaching/02-02-triangle-dominikb1888,4,2,0,0
151,01,08,01-08-bob-cleverjohnson,cleverjohnson,https://github.com/DB-Teaching/01-08-bob-cleverjohnson,4,2,1,1
152,01,02,01-02-leap-cleverjohnson,cleverjohnson,https://github.com/DB-Teaching/01-02-leap-cleverjohnson,4,2,1,1
153,01,04,01-04-grains-OliviaA22,OliviaA22,https://github.com/DB-Teaching/01-04-grains-OliviaA22,4,2,1,1
154,01,03,01-03-difference-of-squares-cleverjohnson,cleverjohnson,https://github.com/DB-Teaching/01-03-difference-of-squares-cleverjohnson,5,3,1,1
155,02,05,02-05-diamond-dominikb1888,dominikb1888,https://github.com/DB-Teaching/02-05-diamond-dominikb1888,4,2,1,1
156,02,06,02-06-yacht-dominikb1888,dominikb1888,https://github.com/DB-Teaching/02-06-yacht-dominikb1888,4,2,1,1
157,01,05,01-05-pangram-OliviaA22,OliviaA22,https://github.com/DB-Teaching/01-05-pangram-OliviaA22,4,2,1,1
158,02,08,02-08-matching-brackets-dominikb1888,dominikb1888,https://github.com/DB-Teaching/02-08-matching-brackets-dominikb1888,4,2,1,1
159,01,03,01-03-gigasecond-cleverjohnson,cleverjohnson,https://github.com/DB-Teaching/01-03-gigasecond-cleverjohnson,4,2,1,1
160,01,04,01-04-grains-cleverjohnson,cleverjohnson,https://github.com/DB-Teaching/01-04-grains-cleverjohnson,4,2,1,1
161,01,05,01-05-pangram-cleverjohnson,cleverjohnson,https://github.com/DB-Teaching/01-05-pangram-cleverjohnson,4,2,1,1
162,01,06,01-06-two-fer-cleverjohnson,cleverjohnson,https://github.com/DB-Teaching/01-06-two-fer-cleverjohnson,4,2,1,1
163,01,07,01-07-collatz-conjecture-cleverjohnson,cleverjohnson,https://github.com/DB-Teaching/01-07-collatz-conjecture-cleverjohnson,4,2,1,1
164,02,09,02-09-binary-search-dominikb1888,dominikb1888,https://github.com/DB-Teaching/02-09-binary-search-dominikb1888,3,1,0,0
165,01,06,01-06-two-fer-OliviaA22,OliviaA22,https://github.com/DB-Teaching/01-06-two-fer-OliviaA22,4,2,1,1
166,01,07,01-07-collatz-conjecture-OliviaA22,OliviaA22,https://github.com/DB-Teaching/01-07-collatz-conjecture-OliviaA22,4,2,1,1
167,01,08,01-08-bob-OliviaA22,OliviaA22,https://github.com/DB-Teaching/01-08-bob-OliviaA22,5,3,1,2
168,02,11,02-11-isbn-verifier-dominikb1888,dominikb1888,https://github.com/DB-Teaching/02-11-isbn-verifier-dominikb1888,3,1,0,0
169,02,13,02-13-pig-latin-dominikb1888,dominikb1888,https://github.com/DB-Teaching/02-13-pig-latin-dominikb1888,3,1,0,0
170,02,14,02-14-darts-dominikb1888,dominikb1888,https://github.com/DB-Teaching/02-14-darts-dominikb1888,9,7,3,3
171,01,01,01-01-hello-world-Amit021,Amit021,https://github.com/DB-Teaching/01-01-hello-world-Amit021,4,2,0,0
172,02,03,02-03-perfect-numbers-chloe-1111,chloe-1111,https://github.com/DB-Teaching/02-03-perfect-numbers-chloe-1111,3,1,0,0
173,01,03,01-03-difference-of-squares-michelleschmidt,michelleschmidt,https://github.com/DB-Teaching/01-03-difference-of-squares-michelleschmidt,6,4,0,0
174,01,03,01-03-difference-of-squares-chloe-1111,chloe-1111,https://github.com/DB-Teaching/01-03-difference-of-squares-chloe-1111,4,2,0,0
175,01,01,01-01-hello-world-Marinapozhid,Marinapozhid,https://github.com/DB-Teaching/01-01-hello-world-Marinapozhid,24,22,1,1
176,01,01,01-01-hello-world-murtaza65,murtaza65,https://github.com/DB-Teaching/01-01-hello-world-murtaza65,3,1,0,0
177,01,01,01-01-hello-world-MadalinaLupacescu,MadalinaLupacescu,https://github.com/DB-Teaching/01-01-hello-world-MadalinaLupacescu,4,2,1,1
178,01,05,01-05-pangram-efosdan,efosdan,https://github.com/DB-Teaching/01-05-pangram-efosdan,3,1,0,0
179,01,06,01-06-two-fer-efosdan,efosdan,https://github.com/DB-Teaching/01-06-two-fer-efosdan,3,1,0,0
180,01,05,01-05-pangram-ShahrimaAkter,ShahrimaAkter,https://github.com/DB-Teaching/01-05-pangram-ShahrimaAkter,3,1,0,0
181,01,06,01-06-two-fer-murtaza65,murtaza65,https://github.com/DB-Teaching/01-06-two-fer-murtaza65,3,1,0,0
182,01,06,01-06-two-fer-Amit021,Amit021,https://github.com/DB-Teaching/01-06-two-fer-Amit021,3,1,0,0
183,01,02,01-02-leap-MadalinaLupacescu,MadalinaLupacescu,https://github.com/DB-Teaching/01-02-leap-MadalinaLupacescu,3,1,0,0
184,01,01,01-01-hello-world-KizzyAdrain,KizzyAdrain,https://github.com/DB-Teaching/01-01-hello-world-KizzyAdrain,4,2,1,1
185,01,02,01-02-leap-KizzyAdrain,KizzyAdrain,https://github.com/DB-Teaching/01-02-leap-KizzyAdrain,4,2,1,1
186,01,03,01-03-difference-of-squares-KizzyAdrain,KizzyAdrain,https://github.com/DB-Teaching/01-03-difference-of-squares-KizzyAdrain,3,1,0,0
187,01,02,01-02-leap-Marinapozhid,Marinapozhid,https://github.com/DB-Teaching/01-02-leap-Marinapozhid,7,5,1,1
188,02,01,02-01-queen-attack-OliviaA22,OliviaA22,https://github.com/DB-Teaching/02-01-queen-attack-OliviaA22,4,2,1,1
189,02,02,02-02-triangle-OliviaA22,OliviaA22,https://github.com/DB-Teaching/02-02-triangle-OliviaA22,5,3,2,2
190,02,03,02-03-perfect-numbers-OliviaA22,OliviaA22,https://github.com/DB-Teaching/02-03-perfect-numbers-OliviaA22,4,2,1,1
191,02,04,02-04-sublist-OliviaA22,OliviaA22,https://github.com/DB-Teaching/02-04-sublist-OliviaA22,4,2,1,1
192,02,05,02-05-diamond-OliviaA22,OliviaA22,https://github.com/DB-Teaching/02-05-diamond-OliviaA22,4,2,1,1
193,02,06,02-06-yacht-OliviaA22,OliviaA22,https://github.com/DB-Teaching/02-06-yacht-OliviaA22,4,2,1,1
194,02,01,02-01-queen-attack-cleverjohnson,cleverjohnson,https://github.com/DB-Teaching/02-01-queen-attack-cleverjohnson,4,2,1,1
195,02,03,02-03-perfect-numbers-dominikb1888,dominikb1888,https://github.com/DB-Teaching/02-03-perfect-numbers-dominikb1888,4,2,1,1
196,02,04,02-04-sublist-dominikb1888,dominikb1888,https://github.com/DB-Teaching/02-04-sublist-dominikb1888,3,1,0,0
197,03,06,03-06-beer-song-dominikb1888,dominikb1888,https://github.com/DB-Teaching/03-06-beer-song-dominikb1888,3,1,0,0
198,03,08,03-08-atbash-cipher-dominikb1888,dominikb1888,https://github.com/DB-Teaching/03-08-atbash-cipher-dominikb1888,5,2,1,1
199,03,09,03-09-series-dominikb1888,dominikb1888,https://github.com/DB-Teaching/03-09-series-dominikb1888,4,2,1,1
200,03,10,03-10-anagram-dominikb1888,dominikb1888,https://github.com/DB-Teaching/03-10-anagram-dominikb1888,5,2,1,1
201,03,12,03-12-list-ops-dominikb1888,dominikb1888,https://github.com/DB-Teaching/03-12-list-ops-dominikb1888,3,1,0,0
202,02,02,02-02-triangle-cleverjohnson,cleverjohnson,https://github.com/DB-Teaching/02-02-triangle-cleverjohnson,4,2,1,1
203,03,13,03-13-house-dominikb1888,dominikb1888,https://github.com/DB-Teaching/03-13-house-dominikb1888,3,1,0,0
204,02,03,02-03-perfect-numbers-cleverjohnson,cleverjohnson,https://github.com/DB-Teaching/02-03-perfect-numbers-cleverjohnson,4,2,1,1
205,02,04,02-04-sublist-cleverjohnson,cleverjohnson,https://github.com/DB-Teaching/02-04-sublist-cleverjohnson,4,2,1,1
206,02,01,02-01-queen-attack-Ikesee-Ikemefuna,Ikesee-Ikemefuna,https://github.com/DB-Teaching/02-01-queen-attack-Ikesee-Ikemefuna,3,4,0,0
207,03,04,03-04-sum-of-multiples-joeniho,joeniho,https://github.com/DB-Teaching/03-04-sum-of-multiples-joeniho,3,1,0,0
208,01,01,01-01-hello-world-Md-Sadman-Sakib-Kabbo,Md-Sadman-Sakib-Kabbo,https://github.com/DB-Teaching/01-01-hello-world-Md-Sadman-Sakib-Kabbo,3,1,0,0
209,04,01,04-01-etl-dominikb1888,dominikb1888,https://github.com/DB-Teaching/04-01-etl-dominikb1888,3,1,0,0
210,04,02,04-02-say-dominikb1888,dominikb1888,https://github.com/DB-Teaching/04-02-say-dominikb1888,4,2,1,1
211,01,03,01-03-difference-of-squares-joeniho,joeniho,https://github.com/DB-Teaching/01-03-difference-of-squares-joeniho,4,2,0,0
212,04,03,04-03-wordy-dominikb1888,dominikb1888,https://github.com/DB-Teaching/04-03-wordy-dominikb1888,3,1,0,0
213,08,14,08-14-acronym-dominikb1888,dominikb1888,https://github.com/DB-Teaching/08-14-acronym-dominikb1888,4,2,1,1
